table_id	table_name	ind_id	ind_name
Table28.1	Кредиты, депозиты и иные средства, полученные от других банков по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	281	Всего
Table27.2	Средства клиентов в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	280	Вклады физических лиц (до 01.07.2005 Депозиты и прочие привлеченные средства физических лиц)
Table28.1	Кредиты, депозиты и иные средства, полученные от других банков по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	283	в иностранной валюте
Table28.1	Кредиты, депозиты и иные средства, полученные от других банков по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	282	в рублях
Table28.2	Кредиты, депозиты и иные средства, полученные от других банков (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	285	в рублях
Table28.2	Кредиты, депозиты и иные средства, полученные от других банков (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	284	Всего
Table4.7	Сведения о  задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам (01.04.2003 - 01.04.2007)	287	Кредитными организациями данного региона
Table28.2	Кредиты, депозиты и иные средства, полученные от других банков (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	286	в иностранной валюте
Tab33.2	Кредиты, депозиты и прочие средства, полученные от других кредитных организаций (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	678	в иностранной валюте
Tab33.1	Кредиты, депозиты и прочие средства, полученные от других кредитных организаций (по кредитным организациям, зарегистрированным в данном регионе)	674	в рублях
Tab33.1	Кредиты, депозиты и прочие средства, полученные от других кредитных организаций (по кредитным организациям, зарегистрированным в данном регионе)	675	в иностранной валюте
Tab33.2	Кредиты, депозиты и прочие средства, полученные от других кредитных организаций (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	676	Всего
Tab33.2	Кредиты, депозиты и прочие средства, полученные от других кредитных организаций (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	677	в рублях
Tab32.2	Средства клиентов в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	670	Средства организаций на расчетных и прочих счетах
Tab32.2	Средства клиентов в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	671	Депозиты и прочие привлеченные средства юридических лиц (кроме кредитных организаций)
Tab32.2	Средства клиентов в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	672	Вклады физических лиц
Tab33.1	Кредиты, депозиты и прочие средства, полученные от других кредитных организаций (по кредитным организациям, зарегистрированным в данном регионе)	673	Всего
Table26.2	Средства клиентов в рублях (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	263	Всего
Table26.1	Средства клиентов в рублях по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	262	Вклады физических лиц (до 01.07.2005 Депозиты и прочие привлеченные средства физических лиц)
Table26.1	Средства клиентов в рублях по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	261	Депозиты юридических лиц
Table26.1	Средства клиентов в рублях по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	260	Средства предприятий и организаций на расчетных, текущих и прочих счетах
Table26.2	Средства клиентов в рублях (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	267	Депозиты юридических лиц
Table26.2	Средства клиентов в рублях (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	266	Средства предприятий и организаций на расчетных, текущих и прочих счетах
Table26.2	Средства клиентов в рублях (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	265	Средства государственных внебюджетных фондов на расчетных и текущих счетах
Table26.2	Средства клиентов в рублях (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	264	Средства бюджетов на расчетных и текущих счетах
Table27.1	Средства клиентов в иностранной валюте по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	269	Всего
Table26.2	Средства клиентов в рублях (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	268	Вклады физических лиц (до 01.07.2005 Депозиты и прочие привлеченные средства физических лиц)
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	701	Всего, в том числе производство и распределение электроэнергии, газа и воды
Table8	Отдельные показатели экономического положения региона	59	Индекс базовых отраслей экономики региона (ИБО) нарастающим итогом с начала года в % к соответствующему периоду предыдущего года
Table26.1	Средства клиентов в рублях по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	258	Средства бюджетов на расчетных и текущих счетах
Table3.8	Объем банковских вкладов (депозитов) юридических, физических лиц и индивидуальных предпринимателей в рублях и иностранной валюте, привлеченных кредитными организациями (01.07.2007)	537	Всего
Table4.29	Данные о суммах учтенных кредитными организациями векселей	536	Учтенные векселя с номиналом в  иностранной валюте
Table4.29	Данные о суммах учтенных кредитными организациями векселей	535	Учтенные векселя с номиналом в российских рублях, в том числе: векселя органов исполнительной власти субъектов Российской Федерации, местного самоуправления и авалированные ими
Table4.29	Данные о суммах учтенных кредитными организациями векселей	534	Учтенные векселя с номиналом в российских рублях - всего
Table4.28	Структура вложений кредитных организаций в ценные бумаги	533	Прочее участие
Table4.28	Структура вложений кредитных организаций в ценные бумаги	532	Участие в дочерних и зависимых акционерных обществах
Table4.28	Структура вложений кредитных организаций в ценные бумаги	531	Вложения в акции
Table4.28	Структура вложений кредитных организаций в ценные бумаги	530	Вложение в долговые обязательства, из них: долговые обязательства Российской Федерации и Банка России
Table3.8	Объем банковских вкладов (депозитов) юридических, физических лиц и индивидуальных предпринимателей в рублях и иностранной валюте, привлеченных кредитными организациями (01.07.2007)	539	Физических лиц всего
Table3.8	Объем банковских вкладов (депозитов) юридических, физических лиц и индивидуальных предпринимателей в рублях и иностранной валюте, привлеченных кредитными организациями (01.07.2007)	538	Юридических лиц всего
Table1.7	Финансовые результаты деятельности кредитных организаций (с учетом прибыли/убытков предшествующих лет) (01.04.2002 - 01.01.2005)	201	Количество действующих кредитных организаций, имевших убыток на отчетную дату, единиц
Table1.7	Финансовые результаты деятельности кредитных организаций (с учетом прибыли/убытков предшествующих лет) (01.04.2002 - 01.01.2005)	200	Объем убытков кредитных организаций, имевших убытки на дату отчетного преиода, млн. руб.
Table1.8	Финансовые результаты деятельности кредитных организаций (с начала года, без учета прибыли/убытков предшествующих лет) (01.07.2002 - 01.01.2005)	203	Общий объем прибыли (+)/убытков (-), полученных действующими кредитными организациями, млн. руб.
Table4.2	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	115	физические лица
Table4.2	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	114	прочее
Table4.3	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	117	промышленность
Table4.1	Объем задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	116	торговля
Table4.2	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	111	строительство
Table4.2	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	110	сельское хозяйство
Table4.2	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	113	транспорт
Table25.2	Данные о просроченной задолженности по кредитам, депозитам и прочим размещенным средствам (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	253	по кредитам, депозитам и иным размещенным средствам, предоставленным банкам в рублях
Table1.8	Финансовые результаты деятельности кредитных организаций (с начала года, без учета прибыли/убытков предшествующих лет) (01.07.2002 - 01.01.2005)	205	Количество действующих кредитных организаций, имевших прибыль, единиц
Table4.3	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	119	строительство
Table4.3	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	118	сельское хозяйство
Table1.8	Финансовые результаты деятельности кредитных организаций (с начала года, без учета прибыли/убытков предшествующих лет) (01.07.2002 - 01.01.2005)	204	Объем прибыли кредитных организаций, имевших прибыль, млн. руб.
Table1.8	Финансовые результаты деятельности кредитных организаций (с начала года, без учета прибыли/убытков предшествующих лет) (01.07.2002 - 01.01.2005)	207	Количество действующих кредитных организаций, имевших убыток, единиц
Table1.8	Финансовые результаты деятельности кредитных организаций (с начала года, без учета прибыли/убытков предшествующих лет) (01.07.2002 - 01.01.2005)	206	Объем убытков кредитных организаций, имевших убытки, млн. руб.
Table1.16	Kонцентрация активов действующих кредитных организаций	429	Kоличество кредитных организаций
Table1.15	Количество кредитных организаций, заключивших с Банком России соглашения по депозитам (СД), генеральные кредитные договоры (ГKД), количество кредитуемых Банком России корреспондентских счетов/субсчетов (К/С)	421	ГКД
Table1.15	Количество кредитных организаций, заключивших с Банком России соглашения по депозитам (СД), генеральные кредитные договоры (ГKД), количество кредитуемых Банком России корреспондентских счетов/субсчетов (К/С)	420	СД
Table1.15	Количество кредитных организаций, заключивших с Банком России соглашения по депозитам (СД), генеральные кредитные договоры (ГKД), количество кредитуемых Банком России корреспондентских счетов/субсчетов (К/С)	422	К/С
Table1.12	Финансовые результаты деятельности кредитных организаций	308	Удельный вес действующих кредитных организаций, имевших прибыль
Table1.12	Финансовые результаты деятельности кредитных организаций	309	Объем убытков кредитных организаций, имевших убытки
Table1.4	Группировка действующих кредитных организаций по величине зарегистрированного уставного капитала	300	От 3 до 10 млн. руб.
Table1.4	Группировка действующих кредитных организаций по величине зарегистрированного уставного капитала	301	От 10 до 30 млн. руб.
Table1.4	Группировка действующих кредитных организаций по величине зарегистрированного уставного капитала	302	От 30 до 60 млн. руб.
Table1.4	Группировка действующих кредитных организаций по величине зарегистрированного уставного капитала	303	От 60 до 150 млн. руб.
Table1.4	Группировка действующих кредитных организаций по величине зарегистрированного уставного капитала	304	От 150 до 300 млн. руб.
Table1.4	Группировка действующих кредитных организаций по величине зарегистрированного уставного капитала	305	От 300 млн. руб. и выше
Table1.12	Финансовые результаты деятельности кредитных организаций	306	Общий объем прибыли (+)/убытков (-), полученных действующими кредитными организациями
Table1.12	Финансовые результаты деятельности кредитных организаций	307	Объем прибыли кредитных организаций, имевших прибыль
Tab32.1	Средства клиентов в иностранной валюте по кредитным организациям, зарегистрированным в данном регионе	662	Средства бюджетов на расчетных счетах
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	568	Прочие виды деятельности
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	569	В том числе: добыча топливно-энергетических полезных ископаемых
Table4.37	Сведения о задолженности по кредитам юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	751	Всего, в том числе операции с недвижимым имуществом, аренда и предоставление услуг
Table4.37	Сведения о задолженности по кредитам юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	750	Всего, в том числе оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования
Table4.49	Сведения о задолженности по кредитам, предоставленным субъектам малого и среднего предпринимательства	757	Объем предоставленных кредитов в иностранной валюте и драгоценных металлах субъектам малого и среднего предпринимательства, из них: индивидуальным предпринимателям
Table4.36	Сведения о задолженности по кредитам юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	737	Всего, в том числе транспорт и связь
Table4.49	Сведения о задолженности по кредитам, предоставленным субъектам малого и среднего предпринимательства	755	Объем предоставленных кредитов в рублях субъектам малого и среднего предпринимательства, из них: индивидуальным предпринимателям
Table4.49	Сведения о задолженности по кредитам, предоставленным субъектам малого и среднего предпринимательства	754	Объем предоставленных кредитов в рублях субъектам малого и среднего предпринимательства
Table4.30	Объем задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	560	На завершение расчетов
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	561	Добыча полезных ископаемых
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	562	Обрабатывающие производства
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	563	Производство и распределение электроэнергии, газа и воды
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	564	Сельское хозяйство, охота и лесное хозяйство
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	565	Строительство
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	566	Транспорт и связь
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	567	Оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования
Table4.36	Сведения о задолженности по кредитам юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	739	Всего, в том числе операции с недвижимым имуществом, аренда и предоставление услуг
Table23.1	Данные об объеме кредитов, депозитов и прочих размещенных средств в рублях по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	229	Всего
Table22.2	Приобретенные ценные бумаги (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	228	Учтенные векселя, с номиналом в иностранной валютех
Table22.2	Приобретенные ценные бумаги (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	227	Учтенные векселя, с номиналом в рублях
Table22.2	Приобретенные ценные бумаги (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	226	Акции, из них: портфель контрольного участия
Table22.2	Приобретенные ценные бумаги (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	225	Акции, всего
Table22.2	Приобретенные ценные бумаги (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	224	Долговые обязательства,  из них: долговые обязательства Российской Федерации
Table22.2	Приобретенные ценные бумаги (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	223	Долговые обязательства, всего
Table22.1	Ценные бумаги, приобретенные кредитными организациями, зарегистрированными в данном регионе (01.02.2003 - 01.01.2008)	222	Учтенные векселя, с номиналом в иностранной валютех
Table22.1	Ценные бумаги, приобретенные кредитными организациями, зарегистрированными в данном регионе (01.02.2003 - 01.01.2008)	221	Учтенные векселя, с номиналом в рублях
Table22.1	Ценные бумаги, приобретенные кредитными организациями, зарегистрированными в данном регионе (01.02.2003 - 01.01.2008)	220	Акции, из них: портфель контрольного участия
Table4.18	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	391	Юридическим лицам прочие виды деятельности
Table4.35	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	726	Всего, в том числе оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования
Table4.35	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	727	Всего, в том числе операции с недвижимым имуществом, аренда и предоставление услуг
Table4.35	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	724	Всего, в том числе строительство
Table4.18	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	390	Юридическим лицам оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования
Table4.35	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	722	Всего, в том числе производство и распределение электроэнергии, газа и воды
Table4.35	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	723	Всего, в том числе сельское хозяйство, охота и лесное хозяйство
Table4.35	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	720	Всего, в том числе добыча полезных ископаемых, в том числе добыча топливно-энергетических полезных ископаемых
Table4.35	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	721	Всего, в том числе обрабатывающие производства
Table4.35	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	728	Всего, в том числе прочие виды деятельности
Table4.35	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	729	Всего, в том числе на завершение расчетов
Table4.5	Структура вложения кредитных организаций в ценные бумаги (01.01.2001 - 01.04.2007)	151	Вложение в долговые обязательства, из них: в государственные ценные бумаги
Tab26.1	Активы и пассивы кредитных организаций (с сальдированием отдельных счетов), зарегистрированных в данном регионе	604	Пассивы в иностранной валюте
Table4.5	Структура вложения кредитных организаций в ценные бумаги (01.01.2001 - 01.04.2007)	153	Участие в дочерних и зависимых акционерных обществах
Table4.5	Структура вложения кредитных организаций в ценные бумаги (01.01.2001 - 01.04.2007)	152	Вложения в акции
Tab26.1	Активы и пассивы кредитных организаций (с сальдированием отдельных счетов), зарегистрированных в данном регионе	601	Активы в рублях
Table4.33	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	600	Юридическим лицам на завершение расчетов
Table4.6	Данные о суммах учтенных кредитными организациями векселей (01.01.2001 - 01.04.2007)	157	Учтенные векселя с номиналом в  иностранной валюте
Table4.6	Данные о суммах учтенных кредитными организациями векселей (01.01.2001 - 01.04.2007)	156	Учтенные векселя с номиналом в российских рублях, в том числе: векселя органов власти субъектов Российской Федерации, местных органов власти и авалированные ими
Table7	Сводные данные об объёмах операций с физическими лицами по покупке и продаже основных видов иностранной валюты уполномоченными банками	159	Продано физическим лицам, Евро
Table7	Сводные данные об объёмах операций с физическими лицами по покупке и продаже основных видов иностранной валюты уполномоченными банками	158	Куплено у физических лиц, Евро
Table4.2	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	112	торговля
Tab27.1	Ценные бумаги, приобретенные кредитными организациями, зарегистрированными в данном регионе	609	Долговые обязательства всего
Tab29.2	Данные об объеме кредитов, депозитов и прочих размещенных средств в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	634	Кредиты и прочие размещенные средства, предоставленные нефинансовым организациям
Table11	Цены	80	Индекс цен производителей на промышленную продукцию за последний месяц отчетного периода, в % к декабрю предыдущего года:
Tab29.2	Данные об объеме кредитов, депозитов и прочих размещенных средств в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	635	Кредиты, депозиты и иные размещенные средства, предоставленные кредитным организациям
Graf1	Динамика средневзвешенных процентных ставок по привлеченным депозитам, %	81	по депозитам предприятий и организаций в валюте РФ
Table4.20	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.07.2007 - 01.10.2007)	465	Производство и распределение электроэнергии, газа и воды
Table7	Сводные данные об объёмах операций с физическими лицами по покупке и продаже основных видов иностранной валюты уполномоченными банками	5	Объем покупки Немецкой марки
Table4.20	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.07.2007 - 01.10.2007)	464	Обрабатывающие производства
Table4.23	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2008)	489	Объем предоставленных кредитов физическим лицам, всего
