name	surname	firstname	midname	gender	ethnics	age	birthday	department	depjoindate	position	rank	rankdate	rankage
СЕРГИЕВ ПАВЕЛ АРТЕМЬЕВИЧ	Сергиев	Павел	Артемьевич	m	slav	62	09.02.1951	ПОСОЛЬСТВО РОССИИ В КОЛУМБИИ 	27.07.2007	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	14.07.2009	58
СМИРНОВ ВИКТОР ЮРЬЕВИЧ	Смирнов	Виктор	Юрьевич	m	slav	57	05.07.1955	ПОСОЛЬСТВО РОССИИ В БАХРЕЙНЕ 	18.03.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	12.07.2010	55
СМИРНОВ НИКОЛАЙ ДМИТРИЕВИЧ	Смирнов	Николай	Дмитриевич	m	slav	63	26.10.1949	ПОСОЛЬСТВО РОССИИ В ГАЙАНЕ 	01.03.2011	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	05.03.2005	55
СОЛТАНОВСКИЙ ИВАН ДМИТРИЕВИЧ	Солтановский	Иван	Дмитриевич	m	slav	57	06.04.1955	ДЕП. ОБЩЕЕВРОПЕЙСКОГО СОТРУДНИЧЕСТВА 	08.08.2011	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	31.07.2008	53
СОРОКИН ВИКТОР АЛЕКСАНДРОВИЧ	Сорокин	Виктор	Александрович	m	slav	56	11.06.1956	ВТОРОЙ ДЕПАРТАМЕНТ СТРАН СНГ 	15.08.2006	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	12.08.2006	50
СТАРИКОВ ВЛАДИМИР СТЕПАНОВИЧ	Стариков	Владимир	Степанович	m	slav	66	24.01.1947	РОТАЦИОННЫЙ РЕЗЕРВ 	17.03.2008	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	05.03.2005	58
ТАРАБРИН ВЛАДИМИР ЕВГЕНЬЕВИЧ	Тарабрин	Владимир	Евгеньевич	m	slav	56	10.01.1957	ПОСОЛЬСТВО РОССИИ В ГАБОНЕ 	16.09.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	21.02.2011	54
ТЕРЕЩЕНКО ВАЛЕРИЙ ЯКОВЛЕВИЧ	Терещенко	Валерий	Яковлевич	m	slav	60	19.08.1952	ДЕПАРТАМЕНТ КАДРОВ 	04.06.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	23.04.2008	55
ТИМОНИН АЛЕКСАНДР АНДРЕЕВИЧ	Тимонин	Александр	Андреевич	m	slav	60	24.07.1952			ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	30.07.2012	60
ТРОФИМОВ ВЛАДИМИР ГРИГОРЬЕВИЧ	Трофимов	Владимир	Григорьевич	m	slav	61	23.08.1951	ДЕПАРТАМЕНТ БЛИЖНЕГО ВОСТОКА И СЕВЕРНОЙ АФРИКИ 	21.03.2011	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	25.07.2003	51
ТРОЦЕНКО ГЕННАДИЙ ПАВЛОВИЧ	Троценко	Геннадий	Павлович	m	slav	65	02.01.1948	ПОСОЛЬСТВО РОССИИ В БАНГЛАДЕШ 	17.11.2006	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	11.03.2009	61
ТРОЯНСКИЙ МИХАИЛ ГРИГОРЬЕВИЧ	Троянский	Михаил	Григорьевич	m	slav	64	13.09.1948	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	17.06.2008	59
ТРУХАНОВСКИЙ ВЛАДИМИР ВЛАДИМИРОВИЧ	Трухановский	Владимир	Владимирович	m	slav	59	24.02.1953	ГРУППА ПОСЛОВ ПО ОСОБЫМ ПОРУЧЕНИЯМ МИД РФ 	09.09.2011	ПОСОЛ ПО ОСОБЫМ ПОРУЧЕНИЯМ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	01.02.2006	52
УЛЬЯНОВ МИХАИЛ ИВАНОВИЧ	Ульянов	Михаил	Иванович	m	slav	54	23.08.1958			ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	01.05.2012	53
УТКИН ВАЛЕРИЙ ИВАНОВИЧ	Уткин	Валерий	Иванович	m	slav	58	05.01.1955	ПОСОЛЬСТВО РОССИИ В ФДРЭ 	29.10.2010	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	25.07.2011	56
ФИЛАТОВ ЮРИЙ АНАТОЛЬЕВИЧ	Филатов	Юрий	Анатольевич	m	slav	55	09.12.1957	ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ПРОТОКОЛА 	14.06.2011	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	12.08.2006	48
ЦЫГАНОВ АНДРЕЙ ВАСИЛЬЕВИЧ	Цыганов	Андрей	Васильевич	m	slav	59	20.01.1954	ПОСОЛЬСТВО РОССИИ В РЕСПУБЛИКЕ ИСЛАНДИИ 	18.01.2010	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	12.03.2003	49
ЧАМОВ ВЛАДИМИР ВАСИЛЬЕВИЧ	Чамов	Владимир	Васильевич	m	slav	57	04.04.1955	РОТАЦИОННЫЙ РЕЗЕРВ 	17.10.2011	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	14.03.2006	50
ЧЕПУРИН АЛЕКСАНДР ВАСИЛЬЕВИЧ	Чепурин	Александр	Васильевич	m	slav	60	20.09.1952	ДЕП-Т ПО РАБОТЕ С СООТЕЧЕСТВЕННИКАМИ ЗА РУБЕЖОМ 	01.11.2005	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	18.09.1996	43
ЧУБАРОВ ИГОРЬ НИКОЛАЕВИЧ	Чубаров	Игорь	Николаевич	m	slav	66	23.02.1947	ПОСОЛЬСТВО РОССИИ В ЭРИТРЕЕ 	25.02.2009	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	06.09.2011	64
ШАРОНОВ АЛЕКСАНДР АЛЕКСАНДРОВИЧ	Шаронов	Александр	Александрович	m	slav	53	23.06.1959	ДЕПАРТАМЕНТ БЕЗОПАСНОСТИ 	28.03.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	17.01.2011	51
ШИРИНСКИЙ МИРГАЯС МИРГАЯСОВИЧ	Ширинский	Миргаяс	Миргаясович	m		58	26.10.1954	ПОСОЛЬСТВО РОССИИ В РУАНДЕ 	05.02.2007	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	22.11.2010	56
АГАПОВ АНАТОЛИЙ ВЛАДИМИРОВИЧ	Агапов	Анатолий	Владимирович	m	slav	58	24.04.1954	ПОСОЛЬСТВО РОССИИ В ЧЕХИИ 	19.03.2009	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2004	49
АЗИЗОВ ИСКАНДЕР КУБАРОВИЧ	Азизов	Искандер	Кубарович	m		56	29.05.1956	ПЕРВЫЙ ДЕПАРТАМЕНТ АЗИИ 	01.10.2007	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.02.2009	52
АЛЕКСЕЕВ КОНСТАНТИН ЮРЬЕВИЧ	Алексеев	Константин	Юрьевич	m	slav	52	02.12.1960	ПОСОЛЬСТВО РОССИИ В ИРАНЕ 	18.04.2009	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	26.08.2011	50
АЛИФАНОВ СЕРГЕЙ ДМИТРИЕВИЧ	Алифанов	Сергей	Дмитриевич	m	slav	0	None			ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.09.2012	0
АЛЯУТДИНОВ РИНАТ ЖАФЯРОВИЧ	Аляутдинов	Ринат	Жафярович	m	tur	54	17.04.1958	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	24.07.2006	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	31.07.2008	50
АМБАРОВ РОМАН ЕВГЕНЬЕВИЧ	Амбаров	Роман	Евгеньевич	m	slav	44	26.05.1968	ПОСОЛЬСТВО РОССИИ В МАЛАЙЗИИ 	27.10.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	15.08.2011	43
АНДРЕЕВ ВЛАДИМИР ВАДИМОВИЧ	Андреев	Владимир	Вадимович	m	slav	52	24.11.1960	ГЕНКОНСУЛЬСТВО РОССИИ В СИМФЕРОПОЛЕ, УКРАИНА 	31.05.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	25.05.2006	45
АНТИПОВ АЛЕКСАНДР АНАТОЛЬЕВИЧ	Антипов	Александр	Анатольевич	m	slav	65	28.06.1947	ГЕНКОНСУЛЬСТВО РОССИИ НА О.ШПИЦБЕРГЕН, НОРВЕГИЯ 	15.07.2009	ГЕНКОНСУЛЬСТВО РОССИИ В 	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	26.08.2011	64
АРТЮХ АЛЕКСАНДР ИВАНОВИЧ	Артюх	Александр	Иванович	m	slav	63	04.08.1949	ДЕПАРТАМЕНТ КАДРОВ 	28.02.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.11.2007	58
АСКАЛЬДОВИЧ ГЕННАДИЙ ИОСИФОВИЧ	Аскальдович	Геннадий	Иосифович	m	slav	55	12.05.1957	ПОСОЛЬСТВО РОССИИ В СЛОВАКИИ 	05.03.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.07.2010	53
АСТАХОВ ОЛЕГ ЮРЬЕВИЧ	Астахов	Олег	Юрьевич	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	30.07.2012	0
АХАНОВ ИГОРЬ ВЛАДИМИРОВИЧ	Аханов	Игорь	Владимирович	m	slav	57	26.12.1955	ГЕНКОНСУЛЬСТВО РОССИИ В БАРСЕЛОНЕ, ИСПАНИЯ 	16.07.2008	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.04.2008	52
БАБИЧ НИКОЛАЙ ЕВГЕНЬЕВИЧ	Бабич	Николай	Евгеньевич	m	slav	64	22.12.1948	ПОСОЛЬСТВО РОССИИ В ГВАТЕМАЛЕ 	04.10.2011	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	22.05.2002	53
БАЙБАКОВ ВЛАДИМИР ВИКТОРОВИЧ	Байбаков	Владимир	Викторович	m	slav	54	20.11.1958	ПОСОЛЬСТВО РОССИИ В МАВРИТАНИИ 	15.08.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.09.2009	50
БАЙКОВ ВЛАДИМИР АНАТОЛЬЕВИЧ	Байков	Владимир	Анатольевич	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.02.2013	0
БАРАНОВ МИХАИЛ ВЛАДИМИРОВИЧ	Баранов	Михаил	Владимирович	m	slav	51	07.03.1961	ПЕРВЫЙ ДЕПАРТАМЕНТ АЗИИ 	20.09.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.07.2007	46
БАРАНОВ СЕРГЕЙ ВИКТОРОВИЧ	Баранов	Сергей	Викторович	m	slav	43	03.07.1969	ДЕПАРТАМЕНТ КАДРОВ 	02.08.2004	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.02.2008	38
БАРАШКОВ СЕРГЕЙ НИКОЛАЕВИЧ	Барашков	Сергей	Николаевич	m	slav	59	05.11.1953	ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ПРОТОКОЛА 	02.06.1994	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	08.05.1997	43
БАРИНОВА НАДЕЖДА МИХАЙЛОВНА	Баринова	Надежда	Михайловна	f	slav	57	10.04.1955	ИСТОРИКО-ДОКУМЕНТАЛЬНЫЙ ДЕПАРТАМЕНТ 	02.08.2004	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.01.2011	55
БАРКОВСКИЙ ЛЕОНИД АНАТОЛЬЕВИЧ	Барковский	Леонид	Анатольевич	m	slav	0	None			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.02.2013	0
БАРСКИЙ КИРИЛЛ МИХАЙЛОВИЧ	Барский	Кирилл	Михайлович	m	slav	48	22.11.1964	ГРУППА ПОСЛОВ ПО ОСОБЫМ ПОРУЧЕНИЯМ МИД РФ 	20.06.2011	ПОСОЛ ПО ОСОБЫМ ПОРУЧЕНИЯМ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.02.2008	43
БАРСУКОВ СЕРГЕЙ АЛЕКСАНДРОВИЧ	Барсуков	Сергей	Александрович	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.09.2012	0
БАХАРЕВ СЕРГЕЙ ВИКТОРОВИЧ	Бахарев	Сергей	Викторович	m	slav	0	None			ЗАМ. ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	16.07.2012	0
БЕЛЕВИЧ ЕЛЕНА ВЛАДИМИРОВНА	Белевич	Елена	Владимировна	f	slav	66	09.03.1946	ПРЕД-ВО МИД РОССИИ В САНКТ-ПЕТЕРБУРГЕ 	01.02.2010	ЭКСПЕРТ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	08.07.2004	58
БЕЛОУС ВЛАДИМИР АЛЕКСАНДРОВИЧ	Белоус	Владимир	Александрович	m	slav	60	01.10.1952	ДЕПАРТАМЕНТ ИНФОРМАЦИОННОГО ОБЕСПЕЧЕНИЯ 	17.10.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.06.2008	55
БЕЛЯЕВ СЕРГЕЙ СЕРГЕЕВИЧ	Беляев	Сергей	Сергеевич	m	slav	48	25.01.1965	ВТОРОЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	01.11.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.04.2008	43
БИБИШЕВ АНДРЕЙ АЛЕКСАНДРОВИЧ	Бибишев	Андрей	Александрович	m	slav	0	None			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.11.2012	0
БОДРОВ ЮРИЙ ЕВГЕНЬЕВИЧ	Бодров	Юрий	Евгеньевич	m	slav	59	28.06.1953	ПОСОЛЬСТВО РОССИИ В БЕЛЬГИИ 	10.03.2011	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.02.2008	54
БОЙКОВ ЕВГЕНИЙ МИРОСЛАВОВИЧ	Бойков	Евгений	Мирославович	m	slav	58	27.04.1954	ГЕНКОНСУЛЬСТВО РОССИИ В ГЕНУЕ, ИТАЛИЯ 	10.11.2009	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	08.07.2004	50
БОЛДЫРЕВ АЛЕКСАНДР ВИЛОВИЧ	Болдырев	Александр	Вилович	m	slav	47	27.12.1955			ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
БОРИСЕНКО ГЕОРГИЙ ЕВГЕНЬЕВИЧ	Борисенко	Георгий	Евгеньевич	m	slav	44	10.07.1968	ПОСОЛЬСТВО РОССИИ В США 	20.06.2003	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.06.2011	42
БУДАЕВ АНДРЕЙ ВЛАДИМИРОВИЧ	Будаев	Андрей	Владимирович	m	slav	52	14.03.1960	ГЕНКОНСУЛЬСТВО РОССИИ В РИО-ДЕ-ЖАНЕЙРО, БРАЗИЛИЯ 	09.06.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.03.2007	46
БУРАВОВ АНДРЕЙ ВЯЧЕСЛАВОВИЧ	Буравов	Андрей	Вячеславович	m	slav	50	24.11.1962	ПОСОЛЬСТВО РОССИИ В ТУРЦИИ 	07.07.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.01.2011	48
БУРДИН АЛЕКСАНДР ВЛАДИМИРОВИЧ	Бурдин	Александр	Владимирович	m	slav	62	24.03.1950	ГЕНКОНСУЛЬСТВО РОССИИ В СТРАСБУРГЕ, ФРАНЦИЯ 	14.06.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.02.2009	58
БУРМИСТРОВ ОЛЕГ НИКОЛАЕВИЧ	Бурмистров	Олег	Николаевич	m	slav	49	01.05.1963	ДЕПАРТАМЕНТ СЕВЕРНОЙ АМЕРИКИ 	15.09.2006	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.04.2009	45
БУТИН СЕРГЕЙ ВЛАДИМИРОВИЧ	Бутин	Сергей	Владимирович	m	slav	0	None			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.02.2013	0
ВАНИЕВ ВЛАДИМИР ЕЛЬБАЗДУКОВИЧ	Ваниев	Владимир	Ельбаздукович	m	slav	63	17.04.1949	ПОСОЛЬСТВО РОССИИ В ТАДЖИКИСТАНЕ 	05.06.2010	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.03.1992	42
ВЕКЛЕНКО АНДРЕЙ ВИКТОРОВИЧ	Векленко	Андрей	Викторович	m	slav	53	05.09.1959	ДЕПАРТАМЕНТ СЕВЕРНОЙ АМЕРИКИ 	04.07.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.05.2005	45
ВИКТОРОВ АНАТОЛИЙ ДМИТРИЕВИЧ	Викторов	Анатолий	Дмитриевич	m	slav	0	None			ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.02.2013	0
ВЛАСКИН ГЕОРГИЙ БОРИСОВИЧ	Власкин	Георгий	Борисович	m	slav	61	02.06.1951	ДЕПАРТАМЕНТ ИНФОРМАЦИИ И ПЕЧАТИ 	03.06.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.08.1992	41
ВОЗНЮК АЛЕКСАНДР ЯКОВЛЕВИЧ	Вознюк	Александр	Яковлевич	m	slav	65	21.12.1947	ДСПО 	18.02.2008	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.12.2002	54
ВОЛЫНКИН ИВАН КИРИЛЛОВИЧ	Волынкин	Иван	Кириллович	m	slav	53	11.03.1959	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	15.09.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.10.2007	48
ВОЛЬНОВ ВЛАДИМИР ИВАНОВИЧ	Вольнов	Владимир	Иванович	m	slav	65	26.09.1947	ДЕПАРТАМЕНТ КАДРОВ 	30.05.2003	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.12.2005	58
ВОРОБЬЕВ АНДРЕЙ ВЛАДИМИРОВИЧ	Воробьев	Андрей	Владимирович	m	slav	53	20.02.1960	ПОСОЛЬСТВО РОССИИ НА УКРАИНЕ 	23.07.2010	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	08.12.2009	49
ВОРОБЬЕВА ЛЮДМИЛА ГЕОРГИЕВНА	Воробьева	Людмила	Георгиевна	f	slav	49	26.01.1964	ПОСОЛЬСТВО РОССИИ В МАЛАЙЗИИ 	15.06.2010	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	01.06.2009	45
ГАВРИЛОВ КОНСТАНТИН ЮРЬЕВИЧ	Гаврилов	Константин	Юрьевич	m	slav	52	27.11.1960	ПОСОЛЬСТВО РОССИИ В НИДЕРЛАНДАХ 	14.05.2006	ЗАМ.ПОСТПРЕДА РФ ПРИ ОРГ.ЗАПРЕЩ. ХИМОРУЖИЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.02.2009	48
ГАНЖА СЕРГЕЙ ПАВЛОВИЧ	Ганжа	Сергей	Павлович	m	slav	52	02.04.1960	ГЕНКОНСУЛЬСТВО РОССИИ В ГАМБУРГЕ, ФРГ 	24.10.2005	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.12.2008	48
ГАППОЕВ АЛЕКСАНДР СЕРГЕЕВИЧ	Гаппоев	Александр	Сергеевич	m	slav	0	None			ЗАМ. ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА 	01.05.2012	0
ГАРАЕВ ВАГИФ МАМЕДВЕЛИ ОГЛЫ	Гараев	Вагиф	Мамедвели	m		58	24.01.1955	ГЕНКОНСУЛЬСТВО РОССИИ В БАСРЕ, ИРАК 	31.07.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	15.01.2002	46
